id,text,original_dialect,original_sarcasm,gender,annotator_mother_dialect,annotator_known_dialects,dialect,sarcasm
874,اتوبيس نادى الزمالك اتعطل باللعيبه علي كوبري,nile,0,male,nile,"gulf
nile
msa",nile,0
874,اتوبيس نادى الزمالك اتعطل باللعيبه علي كوبري,nile,0,male,nile,nile,nile,1
875,مصر كلها ف الشارع,nile,0,male,nile,nile,nile,1
875,مصر كلها ف الشارع,nile,0,male,nile,nile,nile,0
875,مصر كلها ف الشارع,nile,0,female,levant,"levant
nile
msa",nile,1
875,مصر كلها ف الشارع,nile,0,male,magreb,"levant
gulf
nile
magreb
msa",nile,0
875,مصر كلها ف الشارع,nile,0,female,levant,"levant
gulf
nile
msa",nile,1
876,احس اول مرة من دخلت الجامعة ندرس من أول اسبوع ومن أول يوم بعد 🥲,gulf,0,female,levant,"levant
nile
msa",gulf,1
876,احس اول مرة من دخلت الجامعة ندرس من أول اسبوع ومن أول يوم بعد 🥲,gulf,0,male,gulf,"levant
gulf
nile
magreb
msa",gulf,0
876,احس اول مرة من دخلت الجامعة ندرس من أول اسبوع ومن أول يوم بعد 🥲,gulf,0,male,magreb,"magreb
msa",msa,0
876,احس اول مرة من دخلت الجامعة ندرس من أول اسبوع ومن أول يوم بعد 🥲,gulf,0,male,nile,nile,gulf,1
876,احس اول مرة من دخلت الجامعة ندرس من أول اسبوع ومن أول يوم بعد 🥲,gulf,0,male,nile,nile,nile,0
877,بليز فتوكات وروني كريم او ماسك او اي حاجة سحرية تزح الحبوب و اثر حبوب الوجه في اسبوع بالكتير,levant,0,female,levant,"levant
gulf
nile
msa",nile,0
877,بليز فتوكات وروني كريم او ماسك او اي حاجة سحرية تزح الحبوب و اثر حبوب الوجه في اسبوع بالكتير,levant,0,female,levant,"levant
nile
msa",nile,0
877,بليز فتوكات وروني كريم او ماسك او اي حاجة سحرية تزح الحبوب و اثر حبوب الوجه في اسبوع بالكتير,levant,0,female,levant,"levant
nile
msa",nile,0
877,بليز فتوكات وروني كريم او ماسك او اي حاجة سحرية تزح الحبوب و اثر حبوب الوجه في اسبوع بالكتير,levant,0,male,nile,"nile
msa",gulf,0
877,بليز فتوكات وروني كريم او ماسك او اي حاجة سحرية تزح الحبوب و اثر حبوب الوجه في اسبوع بالكتير,levant,0,male,nile,"gulf
nile
msa",nile,0
878,قريب يوم السعد قريب ، يارب عجل به ♥️,msa,0,female,nile,"nile
msa",nile,1
878,قريب يوم السعد قريب ، يارب عجل به ♥️,msa,0,male,magreb,"nile
magreb
msa",msa,0
878,قريب يوم السعد قريب ، يارب عجل به ♥️,msa,0,male,nile,nile,nile,0
878,قريب يوم السعد قريب ، يارب عجل به ♥️,msa,0,male,magreb,"magreb
msa",msa,0
878,قريب يوم السعد قريب ، يارب عجل به ♥️,msa,0,female,levant,"levant
nile
msa",msa,0
879,عزيزتي الدنيا انتي شنو مشكلتج معاي ؟,gulf,0,male,magreb,"levant
gulf
nile
magreb
msa",gulf,1
879,عزيزتي الدنيا انتي شنو مشكلتج معاي ؟,gulf,0,female,levant,"levant
nile
msa",gulf,0
879,عزيزتي الدنيا انتي شنو مشكلتج معاي ؟,gulf,0,female,levant,"levant
gulf
nile
msa",gulf,0
879,عزيزتي الدنيا انتي شنو مشكلتج معاي ؟,gulf,0,male,nile,nile,gulf,1
879,عزيزتي الدنيا انتي شنو مشكلتج معاي ؟,gulf,0,male,nile,nile,nile,1
880,بخصوص ريجيكامب لاتعليق لان زهقنا والله,nile,0,male,magreb,"magreb
msa",nile,1
880,بخصوص ريجيكامب لاتعليق لان زهقنا والله,nile,0,female,levant,"levant
gulf
nile
msa",levant,0
880,بخصوص ريجيكامب لاتعليق لان زهقنا والله,nile,0,male,nile,"levant
gulf
nile
msa",nile,0
880,بخصوص ريجيكامب لاتعليق لان زهقنا والله,nile,0,male,gulf,"levant
gulf
nile
magreb
msa",gulf,0
880,بخصوص ريجيكامب لاتعليق لان زهقنا والله,nile,0,male,nile,nile,nile,0
881,تيك توك صاير ممل 🦦,levant,0,male,nile,nile,gulf,1
881,تيك توك صاير ممل 🦦,levant,0,female,nile,"nile
msa",levant,0
881,تيك توك صاير ممل 🦦,levant,0,female,levant,"levant
nile
msa",levant,0
881,تيك توك صاير ممل 🦦,levant,0,female,levant,"levant
nile
msa",levant,0
881,تيك توك صاير ممل 🦦,levant,0,female,levant,"levant
gulf
nile
msa",levant,0
882,والله اني عشق 🥰,msa,0,male,nile,nile,nile,0
882,والله اني عشق 🥰,msa,0,male,nile,"gulf
nile
msa",msa,0
882,والله اني عشق 🥰,msa,0,male,magreb,"magreb
msa",msa,0
882,والله اني عشق 🥰,msa,0,female,levant,"levant
gulf
nile
msa",gulf,0
882,والله اني عشق 🥰,msa,0,female,levant,"levant
nile
msa",gulf,0
883,من يلعب ببجي!,msa,0,male,gulf,"levant
gulf
nile
magreb
msa",gulf,0
883,من يلعب ببجي!,msa,0,male,magreb,"magreb
msa",msa,0
883,من يلعب ببجي!,msa,0,female,levant,"levant
gulf
nile
msa",gulf,0
883,من يلعب ببجي!,msa,0,female,nile,"nile
msa",nile,0
883,من يلعب ببجي!,msa,0,male,nile,"levant
gulf
nile
msa",gulf,0
884,يا رب ما تحرم كل اتنين ناوين يكملوا مشوارهم بحلاالك 🍃 💞 صباح الخير 🌸,nile,0,female,levant,"levant
gulf
nile
msa",levant,0
884,يا رب ما تحرم كل اتنين ناوين يكملوا مشوارهم بحلاالك 🍃 💞 صباح الخير 🌸,nile,0,male,magreb,"magreb
msa",msa,0
884,يا رب ما تحرم كل اتنين ناوين يكملوا مشوارهم بحلاالك 🍃 💞 صباح الخير 🌸,nile,0,male,gulf,"levant
gulf
nile
magreb
msa",levant,0
884,يا رب ما تحرم كل اتنين ناوين يكملوا مشوارهم بحلاالك 🍃 💞 صباح الخير 🌸,nile,0,male,nile,nile,nile,0
884,يا رب ما تحرم كل اتنين ناوين يكملوا مشوارهم بحلاالك 🍃 💞 صباح الخير 🌸,nile,0,male,nile,"gulf
nile
msa",nile,0
885,متيجي نتعرف,msa,0,male,magreb,"levant
gulf
nile
magreb
msa",nile,0
885,متيجي نتعرف,msa,0,female,levant,"levant
gulf
nile
msa",nile,0
885,متيجي نتعرف,msa,0,female,levant,"levant
nile
msa",nile,0
885,متيجي نتعرف,msa,0,male,nile,nile,nile,0
885,متيجي نتعرف,msa,0,male,nile,nile,nile,0
886,لا وانا اللي نفسي تكلمني اوي,nile,1,female,levant,"levant
nile
msa",nile,0
886,لا وانا اللي نفسي تكلمني اوي,nile,1,female,levant,"levant
nile
msa",nile,0
886,لا وانا اللي نفسي تكلمني اوي,nile,1,female,levant,"levant
gulf
nile
msa",nile,0
886,لا وانا اللي نفسي تكلمني اوي,nile,1,male,nile,"gulf
nile
msa",nile,0
886,لا وانا اللي نفسي تكلمني اوي,nile,1,male,nile,nile,nile,0
887,النفسية محتاجة بحرر وشمس,msa,0,male,nile,nile,nile,0
887,النفسية محتاجة بحرر وشمس,msa,0,male,nile,nile,nile,0
887,النفسية محتاجة بحرر وشمس,msa,0,female,levant,"levant
nile
msa",nile,0
887,النفسية محتاجة بحرر وشمس,msa,0,female,levant,"levant
gulf
nile
msa",levant,0
887,النفسية محتاجة بحرر وشمس,msa,0,female,levant,"levant
nile
msa",nile,0
888,البرد هذي اليومين شاد حيله,nile,0,female,levant,"levant
nile
msa",gulf,0
888,البرد هذي اليومين شاد حيله,nile,0,female,levant,"levant
nile
msa",gulf,0
888,البرد هذي اليومين شاد حيله,nile,0,female,levant,"levant
gulf
nile
msa",gulf,0
888,البرد هذي اليومين شاد حيله,nile,0,male,nile,nile,gulf,1
888,البرد هذي اليومين شاد حيله,nile,0,female,nile,"nile
msa",levant,1
889,واحد يقلد يحيى الشهري بيضيع اكيد,msa,0,male,nile,nile,nile,0
889,واحد يقلد يحيى الشهري بيضيع اكيد,msa,0,male,nile,nile,gulf,0
889,واحد يقلد يحيى الشهري بيضيع اكيد,msa,0,female,levant,"levant
gulf
nile
msa",nile,0
889,واحد يقلد يحيى الشهري بيضيع اكيد,msa,0,male,magreb,"nile
magreb
msa",gulf,1
889,واحد يقلد يحيى الشهري بيضيع اكيد,msa,0,female,levant,"levant
nile
msa",gulf,1
890,يا الله يا الله يا الله,msa,0,female,levant,"levant
nile
msa",msa,0
890,يا الله يا الله يا الله,msa,0,male,nile,nile,msa,0
890,يا الله يا الله يا الله,msa,0,male,nile,"levant
gulf
nile
msa",levant,0
890,يا الله يا الله يا الله,msa,0,male,gulf,"levant
gulf
nile
magreb
msa",msa,0
890,يا الله يا الله يا الله,msa,0,male,magreb,"magreb
msa",msa,0
891,عايزه البس صيفي بقاا,nile,0,female,nile,"nile
msa",nile,0
891,عايزه البس صيفي بقاا,nile,0,female,levant,"levant
gulf
nile
msa",nile,0
891,عايزه البس صيفي بقاا,nile,0,male,magreb,"magreb
msa",levant,0
891,عايزه البس صيفي بقاا,nile,0,male,nile,nile,nile,0
891,عايزه البس صيفي بقاا,nile,0,male,gulf,"levant
gulf
nile
magreb
msa",nile,1
892,صباح الخير 🤣,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
892,صباح الخير 🤣,msa,0,female,levant,"levant
nile
msa",msa,0
892,صباح الخير 🤣,msa,0,female,levant,"levant
nile
msa",msa,0
892,صباح الخير 🤣,msa,0,male,nile,"gulf
nile
msa",nile,0
892,صباح الخير 🤣,msa,0,male,nile,"nile
msa",msa,0
893,عايزينا نتعلم عن بعد وأحنا أصلا مش بنفهم عن قرب,msa,1,male,magreb,"nile
magreb
msa",nile,1
893,عايزينا نتعلم عن بعد وأحنا أصلا مش بنفهم عن قرب,msa,1,female,levant,"levant
gulf
nile
msa",nile,1
893,عايزينا نتعلم عن بعد وأحنا أصلا مش بنفهم عن قرب,msa,1,male,magreb,"magreb
msa",nile,1
893,عايزينا نتعلم عن بعد وأحنا أصلا مش بنفهم عن قرب,msa,1,male,nile,nile,nile,0
893,عايزينا نتعلم عن بعد وأحنا أصلا مش بنفهم عن قرب,msa,1,female,nile,"nile
msa",nile,1
894,اللهم في يوم الجمعة بشّرنا بكُل دعوة تسكُن قُلوبنا ♥️,msa,0,male,magreb,"magreb
msa",msa,0
894,اللهم في يوم الجمعة بشّرنا بكُل دعوة تسكُن قُلوبنا ♥️,msa,0,male,gulf,"levant
gulf
nile
magreb
msa",msa,0
894,اللهم في يوم الجمعة بشّرنا بكُل دعوة تسكُن قُلوبنا ♥️,msa,0,female,levant,"levant
nile
msa",msa,0
894,اللهم في يوم الجمعة بشّرنا بكُل دعوة تسكُن قُلوبنا ♥️,msa,0,male,nile,nile,msa,0
894,اللهم في يوم الجمعة بشّرنا بكُل دعوة تسكُن قُلوبنا ♥️,msa,0,female,nile,"nile
msa",nile,0
895,جعل عيونك اللي احبّها ماتمرها لحظة حزن ❤️,gulf,0,female,levant,"levant
nile
msa",msa,0
895,جعل عيونك اللي احبّها ماتمرها لحظة حزن ❤️,gulf,0,male,magreb,"magreb
msa",msa,0
895,جعل عيونك اللي احبّها ماتمرها لحظة حزن ❤️,gulf,0,male,nile,"nile
msa",msa,0
895,جعل عيونك اللي احبّها ماتمرها لحظة حزن ❤️,gulf,0,male,nile,"gulf
nile
msa",gulf,0
895,جعل عيونك اللي احبّها ماتمرها لحظة حزن ❤️,gulf,0,male,magreb,"nile
magreb
msa",nile,0
896,عملتلها لايك عشان تعملي بلوك من الاكونت دا كمان,nile,0,female,levant,"levant
gulf
nile
msa",nile,1
896,عملتلها لايك عشان تعملي بلوك من الاكونت دا كمان,nile,0,male,magreb,"nile
magreb
msa",nile,1
896,عملتلها لايك عشان تعملي بلوك من الاكونت دا كمان,nile,0,male,magreb,"magreb
msa",nile,1
896,عملتلها لايك عشان تعملي بلوك من الاكونت دا كمان,nile,0,male,nile,"nile
msa",nile,0
896,عملتلها لايك عشان تعملي بلوك من الاكونت دا كمان,nile,0,male,nile,"gulf
nile
msa",nile,1
897,محبته نعمـه مـن الله واليقين  اني أحبه وأفتخر به وأتبعــه.,msa,0,male,magreb,"magreb
msa",msa,0
897,محبته نعمـه مـن الله واليقين  اني أحبه وأفتخر به وأتبعــه.,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
897,محبته نعمـه مـن الله واليقين  اني أحبه وأفتخر به وأتبعــه.,msa,0,male,magreb,"nile
magreb
msa",msa,0
897,محبته نعمـه مـن الله واليقين  اني أحبه وأفتخر به وأتبعــه.,msa,0,male,nile,nile,nile,0
897,محبته نعمـه مـن الله واليقين  اني أحبه وأفتخر به وأتبعــه.,msa,0,male,nile,nile,nile,0
898,يارب خيرر ياارب,nile,0,male,magreb,"levant
gulf
nile
magreb
msa",msa,0
898,يارب خيرر ياارب,nile,0,female,levant,"levant
nile
msa",msa,0
898,يارب خيرر ياارب,nile,0,female,levant,"levant
gulf
nile
msa",levant,0
898,يارب خيرر ياارب,nile,0,male,nile,"gulf
nile
msa",nile,0
898,يارب خيرر ياارب,nile,0,male,nile,"nile
msa",nile,0
899,هذي الارض منفى ورموش عينك .. بلادي,msa,0,female,nile,"nile
msa",nile,1
899,هذي الارض منفى ورموش عينك .. بلادي,msa,0,male,gulf,"levant
gulf
nile
magreb
msa",msa,0
899,هذي الارض منفى ورموش عينك .. بلادي,msa,0,male,magreb,"magreb
msa",msa,0
899,هذي الارض منفى ورموش عينك .. بلادي,msa,0,female,levant,"levant
nile
msa",levant,0
899,هذي الارض منفى ورموش عينك .. بلادي,msa,0,male,nile,nile,nile,0
900,يا هرم مصر الرابع يا رمسيس الثاني,nile,1,male,magreb,"magreb
msa",msa,0
900,يا هرم مصر الرابع يا رمسيس الثاني,nile,1,female,levant,"levant
nile
msa",msa,1
900,يا هرم مصر الرابع يا رمسيس الثاني,nile,1,male,gulf,"levant
gulf
nile
magreb
msa",nile,0
900,يا هرم مصر الرابع يا رمسيس الثاني,nile,1,male,nile,nile,nile,0
900,يا هرم مصر الرابع يا رمسيس الثاني,nile,1,female,nile,"nile
msa",nile,1
901,شو هالحالة,gulf,0,male,magreb,"nile
magreb
msa",levant,1
901,شو هالحالة,gulf,0,male,nile,nile,nile,0
901,شو هالحالة,gulf,0,male,nile,nile,gulf,0
901,شو هالحالة,gulf,0,male,magreb,"magreb
msa",msa,0
901,شو هالحالة,gulf,0,female,levant,"levant
nile
msa",levant,0
902,اهدي غرفتي هالاغنيه كل حب الدنيا ديا في قلبي ليك 😔,gulf,0,male,gulf,"levant
gulf
nile
magreb
msa",nile,1
902,اهدي غرفتي هالاغنيه كل حب الدنيا ديا في قلبي ليك 😔,gulf,0,male,magreb,"magreb
msa",magreb,1
902,اهدي غرفتي هالاغنيه كل حب الدنيا ديا في قلبي ليك 😔,gulf,0,female,levant,"levant
nile
msa",nile,0
902,اهدي غرفتي هالاغنيه كل حب الدنيا ديا في قلبي ليك 😔,gulf,0,male,nile,nile,nile,0
902,اهدي غرفتي هالاغنيه كل حب الدنيا ديا في قلبي ليك 😔,gulf,0,male,nile,nile,nile,0
903,لا تأخذوا الناس على محمل الأبدية فالبقاء لله وحده.,msa,0,female,levant,"levant
nile
msa",msa,0
903,لا تأخذوا الناس على محمل الأبدية فالبقاء لله وحده.,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
903,لا تأخذوا الناس على محمل الأبدية فالبقاء لله وحده.,msa,0,male,nile,nile,nile,0
903,لا تأخذوا الناس على محمل الأبدية فالبقاء لله وحده.,msa,0,male,magreb,"magreb
msa",msa,0
903,لا تأخذوا الناس على محمل الأبدية فالبقاء لله وحده.,msa,0,male,nile,"gulf
nile
msa",msa,0
904,بس چنه مطوله حيل,msa,0,male,nile,"gulf
nile
msa",gulf,1
904,بس چنه مطوله حيل,msa,0,male,nile,"nile
msa",msa,0
904,بس چنه مطوله حيل,msa,0,female,levant,"levant
gulf
nile
msa",gulf,0
904,بس چنه مطوله حيل,msa,0,male,gulf,"levant
gulf
nile
magreb
msa",gulf,0
904,بس چنه مطوله حيل,msa,0,male,magreb,"magreb
msa",levant,0
905,ماحب اتصنع 🙄 ✅,gulf,0,female,levant,"levant
gulf
nile
msa",gulf,0
905,ماحب اتصنع 🙄 ✅,gulf,0,female,levant,"levant
nile
msa",gulf,0
905,ماحب اتصنع 🙄 ✅,gulf,0,male,nile,nile,nile,0
905,ماحب اتصنع 🙄 ✅,gulf,0,male,nile,"gulf
nile
msa",gulf,0
905,ماحب اتصنع 🙄 ✅,gulf,0,male,magreb,"levant
gulf
nile
magreb
msa",gulf,0
906,طيزين في لباس,nile,1,female,levant,"levant
gulf
nile
msa",gulf,1
906,طيزين في لباس,nile,1,male,nile,nile,nile,1
906,طيزين في لباس,nile,1,male,nile,nile,nile,1
906,طيزين في لباس,nile,1,male,gulf,"levant
gulf
nile
magreb
msa",levant,1
906,طيزين في لباس,nile,1,male,magreb,"magreb
msa",msa,0
907,فَضَحِكَتْ فَبَشَّرْنَاهَا ♥️ 🌸,msa,0,female,levant,"levant
nile
msa",msa,0
907,فَضَحِكَتْ فَبَشَّرْنَاهَا ♥️ 🌸,msa,0,male,magreb,"levant
gulf
nile
magreb
msa",msa,0
907,فَضَحِكَتْ فَبَشَّرْنَاهَا ♥️ 🌸,msa,0,male,nile,"levant
gulf
nile
msa",msa,0
907,فَضَحِكَتْ فَبَشَّرْنَاهَا ♥️ 🌸,msa,0,male,nile,nile,nile,0
907,فَضَحِكَتْ فَبَشَّرْنَاهَا ♥️ 🌸,msa,0,female,levant,"levant
nile
msa",msa,0
908,قد يُصان الود بالبعد أحياناً ..,msa,0,female,nile,"nile
msa",nile,0
908,قد يُصان الود بالبعد أحياناً ..,msa,0,female,levant,"levant
nile
msa",msa,0
908,قد يُصان الود بالبعد أحياناً ..,msa,0,female,levant,"levant
nile
msa",msa,0
908,قد يُصان الود بالبعد أحياناً ..,msa,0,male,nile,nile,nile,0
908,قد يُصان الود بالبعد أحياناً ..,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
909,العبها مجنون تشبع كسور,magreb,1,male,magreb,"levant
gulf
nile
magreb
msa",magreb,1
909,العبها مجنون تشبع كسور,magreb,1,female,levant,"levant
nile
msa",levant,1
909,العبها مجنون تشبع كسور,magreb,1,male,nile,"gulf
nile
msa",nile,0
909,العبها مجنون تشبع كسور,magreb,1,male,nile,nile,nile,0
909,العبها مجنون تشبع كسور,magreb,1,female,levant,"levant
nile
msa",levant,1
910,عامل نفسه فلوطه,nile,1,female,levant,"levant
nile
msa",magreb,1
910,عامل نفسه فلوطه,nile,1,male,nile,nile,nile,1
910,عامل نفسه فلوطه,nile,1,male,nile,nile,nile,1
910,عامل نفسه فلوطه,nile,1,female,levant,"levant
nile
msa",magreb,1
910,عامل نفسه فلوطه,nile,1,female,levant,"levant
gulf
nile
msa",magreb,0
911,اشتقت لحياة الطيش هه,levant,0,male,magreb,"magreb
msa",msa,1
911,اشتقت لحياة الطيش هه,levant,0,female,levant,"levant
gulf
nile
msa",levant,0
911,اشتقت لحياة الطيش هه,levant,0,male,gulf,"levant
gulf
nile
magreb
msa",gulf,0
911,اشتقت لحياة الطيش هه,levant,0,male,nile,nile,nile,0
911,اشتقت لحياة الطيش هه,levant,0,male,nile,"gulf
nile
msa",gulf,0
912,اسهر الحين وباتسر اصيح كالعاده,gulf,0,female,levant,"levant
nile
msa",gulf,1
912,اسهر الحين وباتسر اصيح كالعاده,gulf,0,male,magreb,"nile
magreb
msa",gulf,1
912,اسهر الحين وباتسر اصيح كالعاده,gulf,0,female,levant,"levant
gulf
nile
msa",gulf,0
912,اسهر الحين وباتسر اصيح كالعاده,gulf,0,male,nile,nile,nile,0
912,اسهر الحين وباتسر اصيح كالعاده,gulf,0,male,nile,nile,gulf,0
913,تصدق لا طرو اسمك تاخذني وانا هيمان ❤️,msa,0,female,levant,"levant
nile
msa",gulf,0
913,تصدق لا طرو اسمك تاخذني وانا هيمان ❤️,msa,0,female,levant,"levant
nile
msa",gulf,0
913,تصدق لا طرو اسمك تاخذني وانا هيمان ❤️,msa,0,female,levant,"levant
gulf
nile
msa",magreb,0
913,تصدق لا طرو اسمك تاخذني وانا هيمان ❤️,msa,0,male,nile,"gulf
nile
msa",gulf,0
913,تصدق لا طرو اسمك تاخذني وانا هيمان ❤️,msa,0,male,nile,nile,gulf,0
914,اسفه لكل شخص يعرفني وقريب مني,nile,0,female,nile,"nile
msa",nile,0
914,اسفه لكل شخص يعرفني وقريب مني,nile,0,female,levant,"levant
nile
msa",msa,0
914,اسفه لكل شخص يعرفني وقريب مني,nile,0,female,levant,"levant
gulf
nile
msa",msa,0
914,اسفه لكل شخص يعرفني وقريب مني,nile,0,female,levant,"levant
nile
msa",msa,0
914,اسفه لكل شخص يعرفني وقريب مني,nile,0,male,nile,nile,nile,0
915,الجو مال ادز هاي,levant,0,male,gulf,"levant
gulf
nile
magreb
msa",levant,0
915,الجو مال ادز هاي,levant,0,male,nile,nile,gulf,1
915,الجو مال ادز هاي,levant,0,female,levant,"levant
gulf
nile
msa",gulf,0
915,الجو مال ادز هاي,levant,0,female,levant,"levant
nile
msa",magreb,0
915,الجو مال ادز هاي,levant,0,male,nile,nile,nile,0
916,ااحس اويكو تقول نفسها من ذا,levant,0,male,nile,nile,nile,0
916,ااحس اويكو تقول نفسها من ذا,levant,0,female,levant,"levant
gulf
nile
msa",gulf,0
916,ااحس اويكو تقول نفسها من ذا,levant,0,male,magreb,"magreb
msa",nile,1
916,ااحس اويكو تقول نفسها من ذا,levant,0,male,gulf,"levant
gulf
nile
magreb
msa",gulf,1
916,ااحس اويكو تقول نفسها من ذا,levant,0,male,nile,nile,nile,0
917,رووحي تنتظرك تعوود 🎶 🎶 .,msa,0,female,levant,"levant
nile
msa",gulf,0
917,رووحي تنتظرك تعوود 🎶 🎶 .,msa,0,female,levant,"levant
gulf
nile
msa",msa,0
917,رووحي تنتظرك تعوود 🎶 🎶 .,msa,0,male,magreb,"levant
gulf
nile
magreb
msa",msa,0
917,رووحي تنتظرك تعوود 🎶 🎶 .,msa,0,female,nile,"nile
msa",gulf,0
917,رووحي تنتظرك تعوود 🎶 🎶 .,msa,0,male,nile,nile,nile,0
918,ابغي تعارف جاد,msa,1,female,levant,"levant
gulf
nile
msa",gulf,0
918,ابغي تعارف جاد,msa,1,female,levant,"levant
nile
msa",gulf,0
918,ابغي تعارف جاد,msa,1,male,nile,nile,nile,0
918,ابغي تعارف جاد,msa,1,female,levant,"levant
nile
msa",gulf,0
918,ابغي تعارف جاد,msa,1,male,nile,"gulf
nile
msa",gulf,0
919,دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!؟دشو ديام!؟,msa,0,female,levant,"levant
gulf
nile
msa",magreb,0
919,دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!؟دشو ديام!؟,msa,0,female,levant,"levant
nile
msa",msa,0
919,دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!؟دشو ديام!؟,msa,0,female,levant,"levant
nile
msa",msa,0
919,دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!؟دشو ديام!؟,msa,0,male,nile,"gulf
nile
msa",levant,0
919,دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!!؟دشو ديام!؟دشو ديام!؟,msa,0,male,nile,nile,nile,0
920,الروح تتَبع أُنسها.,msa,0,male,nile,"gulf
nile
msa",msa,0
920,الروح تتَبع أُنسها.,msa,0,female,nile,"nile
msa",nile,0
920,الروح تتَبع أُنسها.,msa,0,female,levant,"levant
nile
msa",msa,0
920,الروح تتَبع أُنسها.,msa,0,male,magreb,"nile
magreb
msa",msa,1
920,الروح تتَبع أُنسها.,msa,0,male,magreb,"magreb
msa",levant,1
921,اغلق منافذ المشاكل,nile,0,female,nile,"nile
msa",nile,0
921,اغلق منافذ المشاكل,nile,0,male,nile,"gulf
nile
msa",msa,0
921,اغلق منافذ المشاكل,nile,0,male,magreb,"levant
gulf
nile
magreb
msa",msa,0
921,اغلق منافذ المشاكل,nile,0,female,levant,"levant
nile
msa",msa,0
921,اغلق منافذ المشاكل,nile,0,female,levant,"levant
gulf
nile
msa",msa,0
922,السيسي بيبني قصور,nile,0,female,levant,"levant
gulf
nile
msa",nile,0
922,السيسي بيبني قصور,nile,0,female,levant,"levant
nile
msa",msa,1
922,السيسي بيبني قصور,nile,0,female,levant,"levant
nile
msa",nile,1
922,السيسي بيبني قصور,nile,0,male,nile,nile,nile,0
922,السيسي بيبني قصور,nile,0,male,nile,nile,nile,0
923,ياما شوفنا صفحات وقنوات يوتيوب تعمل فيديوهات عن سقوط فستان هيفاء وهبي اكثر فستان سقط من الفنانين,msa,0,female,levant,"levant
gulf
nile
msa",nile,0
923,ياما شوفنا صفحات وقنوات يوتيوب تعمل فيديوهات عن سقوط فستان هيفاء وهبي اكثر فستان سقط من الفنانين,msa,0,female,levant,"levant
nile
msa",nile,1
923,ياما شوفنا صفحات وقنوات يوتيوب تعمل فيديوهات عن سقوط فستان هيفاء وهبي اكثر فستان سقط من الفنانين,msa,0,female,levant,"levant
nile
msa",nile,0
923,ياما شوفنا صفحات وقنوات يوتيوب تعمل فيديوهات عن سقوط فستان هيفاء وهبي اكثر فستان سقط من الفنانين,msa,0,male,nile,nile,nile,1
923,ياما شوفنا صفحات وقنوات يوتيوب تعمل فيديوهات عن سقوط فستان هيفاء وهبي اكثر فستان سقط من الفنانين,msa,0,male,nile,"gulf
nile
msa",nile,1
924,هذا صوت سيهون؟؟ 😐,msa,0,male,nile,"gulf
nile
msa",gulf,0
924,هذا صوت سيهون؟؟ 😐,msa,0,male,nile,nile,nile,0
924,هذا صوت سيهون؟؟ 😐,msa,0,male,magreb,"magreb
msa",msa,0
924,هذا صوت سيهون؟؟ 😐,msa,0,female,levant,"levant
nile
msa",msa,0
924,هذا صوت سيهون؟؟ 😐,msa,0,male,gulf,"levant
gulf
nile
magreb
msa",nile,0
925,هو لاسارتي رجع يدرينا؟,nile,0,female,levant,"levant
gulf
nile
msa",magreb,0
925,هو لاسارتي رجع يدرينا؟,nile,0,male,nile,nile,nile,0
925,هو لاسارتي رجع يدرينا؟,nile,0,male,nile,"levant
gulf
nile
msa",nile,0
925,هو لاسارتي رجع يدرينا؟,nile,0,female,levant,"levant
nile
msa",magreb,1
925,هو لاسارتي رجع يدرينا؟,nile,0,male,magreb,"levant
gulf
nile
magreb
msa",nile,0
926,أنا الليل بيجى يصحى فى قلبى حكايات,nile,0,male,gulf,"levant
gulf
nile
magreb
msa",nile,0
926,أنا الليل بيجى يصحى فى قلبى حكايات,nile,0,female,levant,"levant
nile
msa",levant,0
926,أنا الليل بيجى يصحى فى قلبى حكايات,nile,0,male,magreb,"magreb
msa",msa,0
926,أنا الليل بيجى يصحى فى قلبى حكايات,nile,0,male,nile,nile,nile,0
926,أنا الليل بيجى يصحى فى قلبى حكايات,nile,0,male,nile,"gulf
nile
msa",nile,0
927,نبي الرابع والخامس تكفون,gulf,0,male,nile,nile,nile,0
927,نبي الرابع والخامس تكفون,gulf,0,male,magreb,"magreb
msa",nile,1
927,نبي الرابع والخامس تكفون,gulf,0,male,nile,nile,gulf,1
927,نبي الرابع والخامس تكفون,gulf,0,female,levant,"levant
gulf
nile
msa",gulf,0
927,نبي الرابع والخامس تكفون,gulf,0,male,gulf,"levant
gulf
nile
magreb
msa",gulf,0
928,الحظ لما يواتى يخلى الاعمى ساعاتى,nile,1,female,levant,"levant
nile
msa",nile,0
